Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff
CADILLAC,XT5,SUV - SMALL,2.0,4,AS9,Petrol,11.0,8.3,9.8,29,227,1.0,8.3,2.6999999999999993
CADILLAC,XT5 AWD,SUV - SMALL,2.0,4,AS9,Petrol,11.2,8.9,10.1,28,235,1.0,8.9,2.299999999999999
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS9,Petrol,13.4,9.4,11.6,24,270,1.0,9.4,4.0
CADILLAC,XT6 AWD,SUV - SMALL,3.6,6,AS9,Petrol,13.5,9.7,11.8,24,277,1.0,9.7,3.8000000000000007
CHEVROLET,Blazer,SUV - SMALL,2.0,4,A9,Petrol,11.0,8.3,9.8,29,225,1.0,8.3,2.6999999999999993
CHEVROLET,Blazer,SUV - SMALL,2.5,4,A9,Petrol,11.3,8.9,10.2,28,238,1.0,8.9,2.4000000000000004
CHEVROLET,Blazer AWD,SUV - SMALL,2.0,4,A9,Petrol,11.3,8.7,10.1,28,232,1.0,8.7,2.6000000000000014
CHEVROLET,Blazer AWD,SUV - SMALL,3.6,6,A9,Petrol,13.1,9.4,11.4,25,269,1.0,9.4,3.6999999999999993
CHEVROLET,Camaro,SUBCOMPACT,2.0,4,AS8,Petrol,10.9,7.6,9.4,30,219,1.0,7.6,3.3000000000000007
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS10,Petrol,12.5,8.1,10.5,27,247,1.0,8.1,4.4
CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,AS10,Petrol,14.6,8.9,12.1,23,282,1.0,8.9,5.699999999999999
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,AS10,Petrol,18.3,11.2,15.1,19,355,1.0,11.2,7.100000000000001
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,12.1,9.2,10.8,26,252,1.0,9.2,2.9000000000000004
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,11.8,7.9,10.1,28,270,0.9,7.9,3.9000000000000004
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,13.4,9.6,11.7,24,273,1.0,9.6,3.8000000000000007
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,12.6,9.7,11.3,25,265,1.0,9.7,2.9000000000000004
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,12.3,8.5,10.6,27,284,0.9,8.5,3.8000000000000007
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,14.0,9.9,12.2,23,286,1.0,9.9,4.1
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,13.3,10.6,12.1,23,326,0.9,10.6,2.700000000000001
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,15.0,13.0,14.1,20,331,1.0,13.0,2.0
CHEVROLET,Corvette,TWO-SEATER,6.2,8,AS8,Petrol,15.4,8.7,12.4,23,290,1.0,8.7,6.700000000000001
CHEVROLET,Equinox,SUV - SMALL,1.5,4,A6,Petrol,8.9,7.7,8.4,34,196,1.0,7.7,1.2000000000000002
CHEVROLET,Equinox AWD,SUV - SMALL,1.5,4,A6,Petrol,9.3,8.0,8.7,32,204,1.0,8.0,1.3000000000000007
CHEVROLET,Equinox AWD,SUV - SMALL,2.0,4,A9,Petrol,10.9,8.3,9.7,29,228,1.0,8.3,2.5999999999999996
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,Petrol,12.8,8.5,10.9,26,255,1.0,8.5,4.300000000000001
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,Electric,17.2,11.6,14.7,19,246,0.8,11.6,5.6
CHEVROLET,Malibu,MID-SIZE,1.5,4,AV,Petrol,8.2,6.6,7.5,38,189,1.0,6.6,1.5999999999999996
CHEVROLET,Malibu,MID-SIZE,2.0,4,A9,Petrol,10.5,7.4,9.1,31,214,1.0,7.4,3.0999999999999996
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,2.7,4,A8,Petrol,11.9,10.3,11.1,25,262,1.0,10.3,1.5999999999999996
CHEVROLET,Silverado WT,PICKUP TRUCK - STANDARD,2.7,4,A8,Petrol,12.5,10.8,11.7,24,275,1.0,10.8,1.6999999999999993
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,3.0,6,A10,Diesel,10.2,7.2,8.9,32,238,0.9,7.2,2.999999999999999
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,15.1,11.5,13.5,21,318,1.0,11.5,3.5999999999999996
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,15.9,11.4,13.9,20,326,1.0,11.4,4.5
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,16.0,12.6,14.4,20,339,1.0,12.6,3.4000000000000004
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,22.2,16.2,19.5,14,326,0.8,16.2,6.0
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,Petrol,13.9,10.1,12.2,23,286,1.0,10.1,3.8000000000000007
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,Petrol,12.5,10.8,11.7,24,275,1.0,10.8,1.6999999999999993
CHEVROLET,Silverado WT 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,Petrol,12.7,11.0,12.0,24,280,1.0,11.0,1.6999999999999993
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,3.0,6,A10,Diesel,10.4,8.0,9.4,30,252,0.9,8.0,2.4000000000000004
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,15.7,12.0,14.1,20,331,1.0,12.0,3.6999999999999993
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,16.3,12.9,14.8,19,349,1.0,12.9,3.4000000000000004
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,15.9,11.8,14.1,20,331,1.0,11.8,4.1
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,16.6,13.0,15.0,19,350,1.0,13.0,3.6000000000000014
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,22.3,18.1,20.5,14,342,0.8,18.1,4.199999999999999
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,16.7,13.1,15.1,19,354,1.0,13.1,3.5999999999999996
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,Petrol,14.7,10.7,12.9,22,303,1.0,10.7,4.0
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A10,Petrol,14.3,10.6,12.6,22,296,1.0,10.6,3.700000000000001
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A10,Petrol,14.7,11.2,13.1,22,307,1.0,11.2,3.5
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Petrol,15.0,12.0,13.7,21,321,1.0,12.0,3.0
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Petrol,16.8,13.3,15.2,19,357,1.0,13.3,3.5
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Petrol,15.7,12.4,14.2,20,332,1.0,12.4,3.299999999999999
CHEVROLET,Spark,SUBCOMPACT,1.4,4,AV,Petrol,7.9,6.2,7.1,40,167,1.0,6.2,1.7000000000000002
CHEVROLET,Suburban,SUV - STANDARD,5.3,8,A6,Petrol,15.7,10.5,13.4,21,314,1.0,10.5,5.199999999999999
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,Petrol,15.7,10.5,13.4,21,314,1.0,10.5,5.199999999999999
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,Electric,21.2,13.9,17.9,16,298,0.8,13.9,7.299999999999999
CHEVROLET,Suburban 4WD,SUV - STANDARD,5.3,8,A6,Petrol,16.8,11.3,14.4,20,337,1.0,11.3,5.5
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,Petrol,16.8,11.3,14.4,20,337,1.0,11.3,5.5
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,Electric,22.2,15.3,19.1,15,319,0.8,15.3,6.899999999999999
CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,A10,Petrol,17.2,11.4,14.6,19,343,1.0,11.4,5.799999999999999
CHEVROLET,Tahoe,SUV - STANDARD,5.3,8,A6,Petrol,15.7,10.5,13.4,21,314,1.0,10.5,5.199999999999999
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,Petrol,15.7,10.5,13.4,21,314,1.0,10.5,5.199999999999999
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,Electric,21.2,13.9,17.9,16,298,0.8,13.9,7.299999999999999
CHEVROLET,Tahoe 4WD,SUV - STANDARD,5.3,8,A6,Petrol,16.0,11.2,13.8,20,325,1.0,11.2,4.800000000000001
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,Petrol,16.0,11.2,13.8,20,325,1.0,11.2,4.800000000000001
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,Electric,21.7,14.3,18.4,15,305,0.8,14.3,7.399999999999999
CHEVROLET,Tahoe 4WD,SUV - STANDARD,6.2,8,A10,Petrol,16.5,10.9,13.9,20,327,1.0,10.9,5.6
CHEVROLET,Traverse,SUV - STANDARD,3.6,6,A9,Petrol,13.0,8.8,11.1,25,261,1.0,8.8,4.199999999999999
CHEVROLET,Traverse AWD,SUV - STANDARD,3.6,6,A9,Petrol,13.6,9.6,11.8,24,276,1.0,9.6,4.0
CHEVROLET,Trax,SUV - SMALL,1.4,4,AS6,Petrol,9.1,7.6,8.4,34,196,1.0,7.6,1.5
CHEVROLET,Trax AWD,SUV - SMALL,1.4,4,AS6,Petrol,10.0,8.0,9.1,31,214,1.0,8.0,2.0
CHRYSLER,300,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,1.0,7.8,4.6000000000000005
CHRYSLER,300,FULL-SIZE,5.7,8,A8,Petrol,14.7,9.4,12.3,23,289,1.0,9.4,5.299999999999999
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,1.0,8.7,4.100000000000001
CHRYSLER,Pacifica (Stop-Start),MINIVAN,3.6,6,A9,Petrol,12.4,8.4,10.6,27,249,1.0,8.4,4.0
CHRYSLER,Voyager (Stop-Start),MINIVAN,3.6,6,A9,Petrol,12.4,8.4,10.6,27,249,1.0,8.4,4.0
DODGE,Challenger,MID-SIZE,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,1.0,7.8,4.6000000000000005
DODGE,Challenger (MDS),MID-SIZE,5.7,8,A8,Petrol,14.7,9.4,12.3,23,289,1.0,9.4,5.299999999999999
DODGE,Challenger (MDS),MID-SIZE,6.4,8,A8,Petrol,15.8,9.6,13.0,22,305,1.0,9.6,6.200000000000001
DODGE,Challenger AWD,MID-SIZE,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,1.0,8.7,4.100000000000001
DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,A8,Petrol,15.8,9.6,13.0,22,305,1.0,9.6,6.200000000000001
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,A8,Petrol,17.6,10.7,14.5,19,339,1.0,10.7,6.900000000000002
DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,A8,Petrol,18.6,11.2,15.3,18,358,1.0,11.2,7.400000000000002
DODGE,Charger,FULL-SIZE,3.6,6,A5,Petrol,13.7,9.0,11.6,24,271,1.0,9.0,4.699999999999999
DODGE,Charger,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,1.0,7.8,4.6000000000000005
DODGE,Charger (MDS),FULL-SIZE,5.7,8,A8,Petrol,14.7,9.4,12.3,23,289,1.0,9.4,5.299999999999999
DODGE,Charger (MDS),FULL-SIZE,6.4,8,A8,Petrol,15.8,9.6,13.0,22,305,1.0,9.6,6.200000000000001
DODGE,Charger AWD,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,1.0,8.7,4.100000000000001
DODGE,Charger Widebody (MDS),FULL-SIZE,6.4,8,A8,Petrol,15.8,9.6,13.0,22,305,1.0,9.6,6.200000000000001
DODGE,Charger SRT Hellcat Widebody,FULL-SIZE,6.2,8,A8,Petrol,19.0,11.5,15.6,18,368,1.0,11.5,7.5
DODGE,Durango AWD,SUV - STANDARD,3.6,6,A8,Petrol,12.7,9.6,11.3,25,265,1.0,9.6,3.0999999999999996
DODGE,Durango AWD,SUV - STANDARD,5.7,8,A8,Petrol,16.7,10.9,14.1,20,331,1.0,10.9,5.799999999999999
DODGE,Durango AWD SRT,SUV - STANDARD,6.4,8,A8,Petrol,18.3,12.2,15.6,18,363,1.0,12.2,6.100000000000001
DODGE,Grand Caravan,MINIVAN,3.6,6,A6,Petrol,13.7,9.4,11.8,24,276,1.0,9.4,4.299999999999999
DODGE,Journey,SUV - SMALL,2.4,4,A4,Petrol,12.7,9.2,11.1,25,261,1.0,9.2,3.5
FIAT,124 Spider,TWO-SEATER,1.4,4,A6,Petrol,9.3,6.5,8.0,35,187,1.0,6.5,2.8000000000000007
FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,Petrol,10.7,7.9,9.4,30,221,1.0,7.9,2.799999999999999
FIAT,500X AWD,SUV - SMALL,1.3,4,A9,Petrol,10.0,7.9,9.1,31,213,1.0,7.9,2.0999999999999996
FORD,EcoSport,SUV - SMALL,1.0,3,AS6,Petrol,8.6,8.1,8.4,34,197,1.0,8.1,0.5
FORD,EcoSport AWD,SUV - SMALL,2.0,4,AS6,Petrol,10.2,8.1,9.2,31,216,1.0,8.1,2.0999999999999996
FORD,Edge,SUV - SMALL,2.0,4,A8,Petrol,11.2,8.1,9.8,29,229,1.0,8.1,3.0999999999999996
FORD,Edge AWD,SUV - SMALL,2.0,4,A8,Petrol,11.4,8.3,10.0,28,233,1.0,8.3,3.0999999999999996
FORD,Edge AWD,SUV - SMALL,2.0,4,AS8,Petrol,11.4,8.3,10.0,28,233,1.0,8.3,3.0999999999999996
FORD,Edge AWD,SUV - SMALL,2.7,6,AS8,Petrol,12.5,9.2,11.0,26,258,1.0,9.2,3.3000000000000007
FORD,Escape,SUV - SMALL,1.5,3,A8,Petrol,8.6,7.1,7.9,36,185,1.0,7.1,1.5
FORD,Escape AWD,SUV - SMALL,1.5,3,A8,Petrol,8.9,7.6,8.3,34,196,1.0,7.6,1.3000000000000007
FORD,Escape AWD,SUV - SMALL,2.0,4,AS8,Petrol,10.4,7.5,9.1,31,213,1.0,7.5,2.9000000000000004
FORD,Escape Hybrid,SUV - SMALL,2.5,4,AV,Petrol,5.4,6.3,5.8,49,136,1.0,6.3,-0.8999999999999995
FORD,Escape Hybrid AWD,SUV - SMALL,2.5,4,AV,Petrol,5.5,6.4,5.9,48,139,1.0,6.4,-0.9000000000000004
FORD,Expedition 4X4,SUV - STANDARD,3.5,6,AS10,Petrol,14.1,10.6,12.5,23,294,1.0,10.6,3.5
FORD,Expedition MAX 4X4,SUV - STANDARD,3.5,6,AS10,Petrol,14.7,11.2,13.1,22,308,1.0,11.2,3.5
FORD,Explorer AWD,SUV - STANDARD,2.3,4,AS10,Petrol,11.6,8.7,10.3,27,241,1.0,8.7,2.9000000000000004
FORD,Explorer AWD,SUV - STANDARD,3.0,6,AS10,Petrol,13.3,9.8,11.8,24,278,1.0,9.8,3.5
FORD,Explorer Hybrid AWD,SUV - STANDARD,3.3,6,AS10,Petrol,10.1,9.0,9.6,29,225,1.0,9.0,1.0999999999999996
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,Petrol,12.0,8.9,10.6,27,249,1.0,8.9,3.0999999999999996
FORD,F-150,PICKUP TRUCK - STANDARD,3.0,6,AS10,Diesel,11.1,8.3,9.8,29,264,0.9,8.3,2.799999999999999
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.0,6,AS10,Diesel,11.1,8.3,9.8,29,264,0.9,8.3,2.799999999999999
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,Petrol,12.1,9.3,10.8,26,254,1.0,9.3,2.799999999999999
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,Electric,16.6,12.6,14.8,19,245,0.8,12.6,4.000000000000002
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,14.3,10.7,12.7,22,298,1.0,10.7,3.6000000000000014
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,Petrol,14.3,10.6,12.6,22,297,1.0,10.6,3.700000000000001
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,Electric,20.0,14.8,17.6,16,293,0.8,14.8,5.199999999999999
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,Petrol,14.4,11.2,13.0,22,305,1.0,11.2,3.200000000000001
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,Electric,20.0,14.9,17.7,16,294,0.8,14.9,5.1
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,Petrol,15.1,11.8,13.6,21,319,1.0,11.8,3.299999999999999
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,Electric,19.9,15.8,18.0,16,300,0.8,15.8,4.099999999999998
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,Petrol,13.1,10.2,11.8,24,277,1.0,10.2,2.9000000000000004
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.0,6,AS10,Diesel,11.9,9.4,10.8,26,290,0.9,9.4,2.5
FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,AS10,Diesel,11.3,8.5,10.0,28,270,0.9,8.5,2.8000000000000007
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,Petrol,12.9,10.2,11.7,24,274,1.0,10.2,2.700000000000001
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,Electric,17.6,13.8,15.9,18,265,0.8,13.8,3.8000000000000007
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,14.6,10.9,13.0,22,304,1.0,10.9,3.6999999999999993
FORD,F-150 4X4 Limited,PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,13.8,11.2,12.6,22,296,1.0,11.2,2.6000000000000014
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,Petrol,15.1,11.6,13.5,21,317,1.0,11.6,3.5
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,Electric,20.3,14.7,17.8,16,296,0.8,14.7,5.600000000000001
FORD,F-150 Raptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,15.3,13.1,14.3,20,336,1.0,13.1,2.200000000000001
FORD,Fusion,MID-SIZE,1.5,4,AS6,Petrol,10.0,7.0,8.7,32,203,1.0,7.0,3.0
FORD,Fusion Hybrid,MID-SIZE,2.0,4,AV,Petrol,5.5,5.7,5.6,50,131,1.0,5.7,-0.20000000000000018
FORD,Mustang,SUBCOMPACT,2.3,4,AS10,Petrol,11.2,7.3,9.4,30,221,1.0,7.3,3.8999999999999995
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,AS10,Petrol,11.8,8.4,10.3,27,242,1.0,8.4,3.4000000000000004
FORD,Mustang,SUBCOMPACT,5.0,8,AS10,Petrol,15.0,9.1,12.3,23,289,1.0,9.1,5.9
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,AS10,Petrol,11.8,8.4,10.3,27,242,1.0,8.4,3.4000000000000004
FORD,Mustang Convertible (Performance Pkg),SUBCOMPACT,2.3,4,AS10,Petrol,11.8,8.7,10.4,27,244,1.0,8.7,3.1000000000000014
FORD,Mustang Convertible,SUBCOMPACT,5.0,8,AS10,Petrol,15.4,9.7,12.9,22,303,1.0,9.7,5.700000000000001
FORD,Ranger 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,Petrol,11.8,9.8,10.9,26,256,1.0,9.8,2.0
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,Petrol,16.2,12.3,14.5,19,340,1.0,12.3,3.8999999999999986
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,Electric,21.5,16.2,19.1,15,316,0.8,16.2,5.300000000000001
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6,AS10,Petrol,16.7,12.8,15.0,19,352,1.0,12.8,3.8999999999999986
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6,AS10,Electric,22.1,16.8,19.8,14,328,0.8,16.8,5.300000000000001
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Petrol,9.8,8.8,9.3,30,219,1.0,8.8,1.0
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Electric,13.3,11.8,12.6,22,209,0.8,11.8,1.5
FORD,Transit Connect Van LWB,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Petrol,9.8,8.8,9.3,30,219,1.0,8.8,1.0
FORD,Transit Connect Van LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Petrol,12.0,8.8,10.6,27,247,1.0,8.8,3.1999999999999993
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Petrol,9.9,8.2,9.2,31,214,1.0,8.2,1.700000000000001
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Petrol,9.9,8.2,9.2,31,214,1.0,8.2,1.700000000000001
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,Electric,13.7,11.1,12.5,23,208,0.8,11.1,2.5999999999999996
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Petrol,12.1,9.0,10.7,26,251,1.0,9.0,3.0999999999999996
GENESIS,G70 AWD,COMPACT,2.0,4,AS8,Petrol,11.4,8.6,10.2,28,238,1.0,8.6,2.8000000000000007
GENESIS,G70 AWD,COMPACT,3.3,6,AS8,Petrol,14.1,9.5,12.0,24,284,1.0,9.5,4.6
GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Petrol,13.8,9.7,11.9,24,282,1.0,9.7,4.100000000000001
GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,Petrol,13.4,9.6,11.7,24,276,1.0,9.6,3.8000000000000007
GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Petrol,15.6,10.4,13.2,21,312,1.0,10.4,5.199999999999999
GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Petrol,13.6,9.5,11.8,24,280,1.0,9.5,4.1
GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Petrol,15.4,10.2,13.1,22,311,1.0,10.2,5.200000000000001
GMC,Acadia,SUV - STANDARD,2.0,4,A9,Petrol,11.0,8.3,9.8,29,225,1.0,8.3,2.6999999999999993
GMC,Acadia,SUV - STANDARD,2.5,4,A9,Petrol,11.3,8.9,10.2,28,238,1.0,8.9,2.4000000000000004
GMC,Acadia,SUV - STANDARD,3.6,6,A9,Petrol,12.6,8.8,10.9,26,257,1.0,8.8,3.799999999999999
GMC,Acadia AWD,SUV - STANDARD,2.0,4,A9,Petrol,11.3,8.7,10.1,28,232,1.0,8.7,2.6000000000000014
GMC,Acadia AWD,SUV - STANDARD,3.6,6,A9,Petrol,13.1,9.4,11.4,25,269,1.0,9.4,3.6999999999999993
GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,12.1,9.2,10.8,26,252,1.0,9.2,2.9000000000000004
GMC,Canyon,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,11.8,7.9,10.1,28,270,0.9,7.9,3.9000000000000004
GMC,Canyon,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,13.4,9.6,11.7,24,273,1.0,9.6,3.8000000000000007
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,12.6,9.7,11.3,25,265,1.0,9.7,2.9000000000000004
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,12.3,8.5,10.6,27,284,0.9,8.5,3.8000000000000007
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,14.0,9.9,12.2,23,286,1.0,9.9,4.1
GMC,Sierra,PICKUP TRUCK - STANDARD,2.7,4,A8,Petrol,11.9,10.3,11.1,25,262,1.0,10.3,1.5999999999999996
GMC,Sierra WT,PICKUP TRUCK - STANDARD,2.7,4,A8,Petrol,12.5,10.8,11.7,24,275,1.0,10.8,1.6999999999999993
GMC,Sierra,PICKUP TRUCK - STANDARD,3.0,6,A10,Diesel,10.2,7.8,9.1,31,245,0.9,7.8,2.3999999999999995
GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,15.1,11.5,13.5,21,318,1.0,11.5,3.5999999999999996
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,15.9,11.4,13.9,20,326,1.0,11.4,4.5
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,16.0,12.6,14.4,20,339,1.0,12.6,3.4000000000000004
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,22.2,16.2,19.5,14,326,0.8,16.2,6.0
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A8,Petrol,14.0,10.1,12.2,23,288,1.0,10.1,3.9000000000000004
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,Petrol,12.5,10.8,11.7,24,275,1.0,10.8,1.6999999999999993
GMC,Sierra WT 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,Petrol,12.7,11.0,12.0,24,280,1.0,11.0,1.6999999999999993
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,3.0,6,A10,Diesel,10.5,9.1,9.9,29,265,0.9,9.1,1.4000000000000004
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,3.0,6,A10,Diesel,10.5,9.1,9.9,29,265,0.9,9.1,1.4000000000000004
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,15.7,12.0,14.1,20,331,1.0,12.0,3.6999999999999993
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,15.9,11.8,14.1,20,331,1.0,11.8,4.1
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,16.4,12.6,14.7,19,344,1.0,12.6,3.799999999999999
