Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff,VEEI
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,Petrol,13.2,9.6,11.5,25,264,1.0,9.6,3.6,93.37618784697712
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,Electric,17.9,13.0,15.7,18,251,0.8,13.0,4.899999999999999,83.9071835313693
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Petrol,15.5,10.6,13.3,21,306,1.0,10.6,4.9,82.16337961377484
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Electric,20.7,14.3,17.9,16,286,0.8,14.3,6.399999999999999,60.268952648422136
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS6,Petrol,13.3,10.4,12.0,24,276,1.0,10.4,2.9000000000000004,94.49222235423757
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,Petrol,14.2,10.4,12.5,23,288,1.0,10.4,3.799999999999999,92.12204873513929
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,Petrol,13.9,10.5,12.4,23,285,1.0,10.5,3.4000000000000004,92.1873684805475
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,Electric,18.9,14.2,16.8,17,269,0.8,14.2,4.699999999999999,81.72852453930182
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Petrol,16.0,11.3,13.9,20,320,1.0,11.3,4.699999999999999,80.3987096663972
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Electric,21.7,15.1,18.7,15,299,0.8,15.1,6.6,55.69333040311017
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,Petrol,8.7,6.4,7.6,37,175,1.0,6.4,2.299999999999999,99.34654708384274
FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,Petrol,8.4,6.2,7.4,38,170,1.0,6.2,2.2,99.3953942009129
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,Petrol,13.3,9.5,11.6,24,267,1.0,9.5,3.8000000000000007,93.02563854661966
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,Petrol,13.7,10.1,12.1,23,278,1.0,10.1,3.6,92.38332771677216
FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,Petrol,14.6,10.4,12.8,22,294,1.0,10.4,4.199999999999999,91.54604734381225
FORD,FOCUS FFV,COMPACT,2.0,4,AM6,Petrol,8.9,6.2,7.7,37,177,1.0,6.2,2.7,99.09596137327283
FORD,FOCUS FFV,COMPACT,2.0,4,AM6,Electric,11.9,8.5,10.4,27,166,0.8,8.5,3.4000000000000004,97.53137615249908
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Petrol,9.1,6.3,7.8,36,179,1.0,6.3,2.8,99.04697856976637
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Electric,12.2,8.6,10.6,27,170,0.8,8.6,3.6,97.47838306098623
FORD,FUSION,MID-SIZE,1.5,4,AS6,Petrol,9.9,6.5,8.4,34,193,1.0,6.5,3.4000000000000004,99.22653163277458
FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,Petrol,9.4,6.3,8.0,35,184,1.0,6.3,3.1000000000000005,99.30588767401481
FORD,FUSION,MID-SIZE,2.0,4,AS6,Petrol,10.5,7.0,8.9,32,205,1.0,7.0,3.5,98.69523692484987
FORD,FUSION,MID-SIZE,2.5,4,AS6,Petrol,10.6,7.0,8.9,32,205,1.0,7.0,3.6,98.29729192827062
FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,Petrol,10.8,7.5,9.3,30,214,1.0,7.5,3.3000000000000007,98.51280820731691
FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,Petrol,5.4,5.8,5.5,51,126,1.0,5.8,-0.3999999999999994,99.66980325707611
FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,Petrol,11.0,7.4,9.4,30,216,1.0,7.4,3.6,98.2247377618531
FORD,MUSTANG,SUBCOMPACT,3.7,6,AS6,Petrol,12.6,8.5,10.7,26,246,1.0,8.5,4.1,93.75095091376429
FORD,MUSTANG,SUBCOMPACT,5.0,8,AS6,Petrol,14.9,9.5,12.4,23,285,1.0,9.5,5.4,84.85911513855855
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,Petrol,11.6,7.9,9.9,29,228,1.0,7.9,3.6999999999999993,98.04014637798203
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS6,Petrol,15.4,10.0,13.0,22,299,1.0,10.0,5.4,83.37740316479632
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,Petrol,16.6,12.5,14.7,19,338,1.0,12.5,4.100000000000001,88.66354010984085
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,Petrol,16.6,12.6,14.8,19,340,1.0,12.6,4.000000000000002,87.91575180639306
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,Electric,22.1,16.7,19.7,14,315,0.8,16.7,5.400000000000002,72.35166140491184
FORD,TAURUS,FULL-SIZE,2.0,4,AS6,Petrol,10.5,7.4,9.1,31,209,1.0,7.4,3.1,98.60696496475327
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,Petrol,13.9,9.5,11.9,24,274,1.0,9.5,4.4,92.83784427857103
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Petrol,12.2,8.2,10.4,27,239,1.0,8.2,4.0,94.5001713179645
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Electric,17.4,11.3,14.7,19,235,0.8,11.3,6.099999999999998,85.75767090950936
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Petrol,13.0,9.1,11.3,25,260,1.0,9.1,3.9,93.49637617852824
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Electric,18.8,12.6,16.0,18,256,0.8,12.6,6.200000000000001,83.59419308462158
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,Petrol,10.6,7.9,9.4,30,216,1.0,7.9,2.6999999999999997,98.85238793773121
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Petrol,11.3,8.2,9.9,29,228,1.0,8.2,3.1000000000000014,97.84476633161812
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Petrol,11.7,8.4,10.2,28,235,1.0,8.4,3.299999999999999,97.68089237498174
FORD,TRANSIT CONNECT WAGON TAXI,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Petrol,12.0,8.5,10.4,27,239,1.0,8.5,3.5,97.53137615249908
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,Petrol,14.2,9.9,12.3,23,283,1.0,9.9,4.299999999999999,92.02313597780683
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,Petrol,14.6,10.2,12.6,22,290,1.0,10.2,4.4,91.43678522422032
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,11.9,8.8,10.5,27,242,1.0,8.8,3.1,97.50487960674265
GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A6,Petrol,13.0,9.2,11.3,25,260,1.0,9.2,3.8000000000000007,93.30235787188143
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,12.7,9.5,11.3,25,260,1.0,9.5,3.1999999999999997,97.05337846705324
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,Petrol,13.5,9.8,11.8,24,271,1.0,9.8,3.6999999999999993,92.68939738097069
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,13.4,9.9,11.9,24,274,1.0,9.9,3.5,91.13517624826342
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,Electric,19.3,14.3,17.1,17,274,0.8,14.3,5.0,77.07943282777848
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,14.6,10.3,12.7,22,292,1.0,10.3,4.299999999999999,82.7764615070407
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,19.9,13.8,17.2,16,275,0.8,13.8,6.099999999999998,59.526718160420394
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Petrol,16.1,11.4,14.0,20,322,1.0,11.4,4.700000000000001,75.44809505726748
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,14.1,10.6,12.5,23,288,1.0,10.6,3.5,90.25577029490441
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Electric,20.3,15.2,18.0,16,288,0.8,15.2,5.100000000000001,74.33116629158775
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,14.9,10.7,13.0,22,299,1.0,10.7,4.200000000000001,82.36282634001408
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,20.2,14.3,17.5,16,280,0.8,14.3,5.899999999999999,58.81578271709342
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Petrol,16.3,11.6,14.2,20,327,1.0,11.6,4.700000000000001,75.0932533164975
GMC,TERRAIN,SUV - SMALL,2.4,4,A6,Petrol,10.5,7.3,9.1,31,209,1.0,7.3,3.2,98.27095457547055
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,Petrol,10.5,7.3,9.1,31,209,1.0,7.3,3.2,98.27095457547055
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,Electric,15.6,10.8,13.4,21,214,0.8,10.8,4.799999999999999,94.80904533706793
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,Petrol,14.2,9.5,12.1,23,278,1.0,9.5,4.699999999999999,92.15750802550374
GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,Petrol,11.5,8.2,10.0,28,230,1.0,8.2,3.3000000000000007,97.83419381828675
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,Petrol,14.8,9.9,12.6,22,290,1.0,9.9,4.9,91.43678522422032
GMC,YUKON,SUV - STANDARD,5.3,8,A6,Petrol,14.9,10.1,12.7,22,292,1.0,10.1,4.800000000000001,82.7764615070407
GMC,YUKON,SUV - STANDARD,5.3,8,A6,Electric,20.2,13.6,17.2,16,275,0.8,13.6,6.6,59.526718160420394
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,Petrol,15.1,10.4,13.0,22,299,1.0,10.4,4.699999999999999,82.36282634001408
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,Electric,20.5,14.0,17.6,16,282,0.8,14.0,6.5,58.57880423598443
GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A6,Petrol,16.2,11.4,14.0,20,322,1.0,11.4,4.799999999999999,75.44809505726748
GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Petrol,15.9,11.1,13.8,20,317,1.0,11.1,4.800000000000001,75.80293679803746
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,Petrol,14.9,10.1,12.7,22,292,1.0,10.1,4.800000000000001,82.7764615070407
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,Electric,20.2,13.6,17.2,16,275,0.8,13.6,6.6,59.526718160420394
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,Petrol,15.4,10.8,13.3,21,306,1.0,10.8,4.6,81.07596137593131
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,Electric,22.1,15.4,19.1,15,306,0.8,15.4,6.700000000000001,52.00660102656173
GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A6,Petrol,16.8,11.7,14.5,19,334,1.0,11.7,5.100000000000001,73.20698932608859
GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Petrol,16.4,11.7,14.3,20,329,1.0,11.7,4.699999999999999,74.91583244611249
HONDA,ACCORD,MID-SIZE,2.4,4,AV,Petrol,8.8,6.5,7.8,36,179,1.0,6.5,2.3000000000000007,98.79897090148626
HONDA,ACCORD,MID-SIZE,3.5,6,A6,Petrol,11.0,6.8,9.1,31,209,1.0,6.8,4.2,95.87688055183119
HONDA,ACCORD,MID-SIZE,3.5,6,AS6,Petrol,11.4,7.3,9.5,30,219,1.0,7.3,4.1000000000000005,95.52956212060145
HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,Petrol,4.7,5.3,5.0,56,115,1.0,5.3,-0.5999999999999996,99.77601210015017
HONDA,CIVIC,COMPACT,1.8,4,AV,Petrol,7.9,6.1,7.1,40,163,1.0,6.1,1.8000000000000007,99.3727271032958
HONDA,CIVIC HYBRID,COMPACT,1.5,4,AV,Petrol,5.3,5.0,5.2,54,120,1.0,5.0,0.2999999999999998,99.8736707973667
HONDA,CR-V,SUV - SMALL,2.4,4,AV,Petrol,8.6,6.9,7.8,36,179,1.0,6.9,1.6999999999999993,98.79897090148626
HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,Petrol,9.1,7.2,8.3,34,191,1.0,7.2,1.8999999999999997,98.61044018532763
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,Petrol,7.0,5.7,6.4,44,147,1.0,5.7,1.2999999999999998,99.66266194207012
HONDA,ODYSSEY,MINIVAN,3.5,6,A6,Petrol,12.3,8.5,10.6,27,244,1.0,8.5,3.8000000000000007,94.38888582578753
HONDA,PILOT,SUV - SMALL,3.5,6,A5,Petrol,13.3,9.3,11.5,25,264,1.0,9.3,4.0,93.37618784697712
HONDA,PILOT 4WD,SUV - SMALL,3.5,6,A5,Petrol,13.8,9.7,12.0,24,276,1.0,9.7,4.100000000000001,92.77524618922149
HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,Petrol,8.9,6.3,7.7,37,177,1.0,6.3,2.6000000000000005,99.33417248085163
HYUNDAI,ELANTRA,MID-SIZE,1.8,4,AS6,Petrol,8.5,6.3,7.5,38,172,1.0,6.3,2.2,99.27038628714419
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,Petrol,9.7,6.7,8.3,34,191,1.0,6.7,2.999999999999999,98.88986963963417
HYUNDAI,ELANTRA COUPE,MID-SIZE,2.0,4,AS6,Petrol,9.6,6.8,8.3,34,191,1.0,6.8,2.8,98.88986963963417
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS6,Petrol,9.7,7.2,8.6,33,198,1.0,7.2,2.499999999999999,98.79550226276905
HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS8,Petrol,15.8,10.2,13.3,21,306,1.0,10.2,5.600000000000001,82.16337961377484
HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,Petrol,14.4,9.4,12.1,23,278,1.0,9.4,5.0,91.7058686429669
HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,AS8,Petrol,17.3,10.5,14.2,20,327,1.0,10.5,6.800000000000001,79.96946562514317
HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Petrol,14.6,9.6,12.3,23,283,1.0,9.6,5.0,91.56403148150905
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,Petrol,12.9,9.4,11.3,25,260,1.0,9.4,3.5,93.88441279182189
HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,Petrol,13.0,9.7,11.5,25,264,1.0,9.7,3.3000000000000007,93.77109236493082
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,Petrol,11.7,8.7,10.3,27,237,1.0,8.7,3.0,97.66703846677196
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,AS6,Petrol,12.9,9.8,11.5,25,264,1.0,9.8,3.1,97.65432012480886
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,Petrol,12.5,9.3,11.1,25,255,1.0,9.3,3.1999999999999997,97.2376672420983
HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,Petrol,13.9,10.8,12.5,23,287,1.0,10.8,3.1,92.588618345198
HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,Petrol,10.4,7.4,9.1,31,209,1.0,7.4,3.0,98.60696496475327
HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,Petrol,9.8,6.7,8.4,34,193,1.0,6.7,3.1000000000000005,98.5902404657392
HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,Petrol,9.8,6.7,8.4,34,193,1.0,6.7,3.1000000000000005,98.5902404657392
HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,Petrol,6.6,5.9,6.3,45,145,1.0,5.9,0.6999999999999993,99.32551025875786
HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,Petrol,6.6,5.9,6.3,45,145,1.0,5.9,0.6999999999999993,99.32551025875786
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,Petrol,10.2,8.2,9.3,30,214,1.0,8.2,2.0,98.51280820731691
HYUNDAI,TUCSON,SUV - SMALL,2.4,4,AS6,Petrol,11.3,8.3,10.0,28,230,1.0,8.3,3.0,97.83419381828675
HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,Petrol,11.4,9.3,10.4,27,239,1.0,9.3,2.1,98.08250430423263
HYUNDAI,TUCSON AWD,SUV - SMALL,2.4,4,AS6,Petrol,11.6,9.3,10.6,27,244,1.0,9.3,2.299999999999999,97.59072841499346
HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,Petrol,8.6,6.6,7.7,37,177,1.0,6.6,2.0,99.33417248085163
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS6,Petrol,9.9,7.6,8.8,32,202,1.0,7.6,2.3000000000000007,99.02790105682173
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Petrol,12.0,8.1,10.3,27,237,1.0,8.1,3.9,94.22831675850362
INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Petrol,12.5,8.7,10.8,26,248,1.0,8.7,3.8000000000000007,93.6898661848166
INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Petrol,8.2,6.7,7.5,38,172,1.0,6.7,1.4999999999999991,97.32184425776738
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Petrol,8.7,7.5,8.2,34,189,1.0,7.5,1.1999999999999993,96.66369220999321
INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Petrol,12.4,8.7,10.7,26,246,1.0,8.7,3.700000000000001,93.75095091376429
INFINITI,Q60 AWD,SUBCOMPACT,3.7,6,AS7,Petrol,13.3,9.4,11.5,25,264,1.0,9.4,3.9,92.98128332902341
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Petrol,13.6,9.3,11.7,24,269,1.0,9.3,4.299999999999999,92.54452751704746
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Petrol,12.8,8.9,11.0,26,253,1.0,8.9,3.9,93.56769672692123
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Petrol,14.8,9.5,12.4,23,285,1.0,9.5,5.300000000000001,83.00776692584554
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Petrol,13.2,9.6,11.6,24,267,1.0,9.6,3.6,92.61070264007411
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Petrol,15.0,10.2,12.9,22,297,1.0,10.2,4.800000000000001,81.49393234135442
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Petrol,8.0,6.9,7.5,38,172,1.0,6.9,1.0999999999999996,97.32184425776738
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Petrol,13.7,9.7,11.9,24,274,1.0,9.7,4.0,92.41217727099414
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Petrol,14.6,10.7,12.8,22,294,1.0,10.7,3.9,91.04656336853483
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Petrol,16.9,11.9,14.7,19,338,1.0,11.9,4.999999999999998,75.49026640167139
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Petrol,11.8,8.4,10.3,27,237,1.0,8.4,3.4000000000000004,95.3745573279264
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS8,Petrol,11.8,8.4,10.3,27,237,1.0,8.4,3.4000000000000004,95.3745573279264
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Petrol,12.2,8.7,10.6,27,244,1.0,8.7,3.5,95.23147598084172
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,AS8,Petrol,12.2,8.7,10.6,27,244,1.0,8.7,3.5,95.23147598084172
JAGUAR,F-TYPE V8 R COUPE,TWO-SEATER,5.0,8,AS8,Petrol,15.0,10.2,12.8,22,294,1.0,10.2,4.800000000000001,83.63755106858663
JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Petrol,15.0,10.2,12.8,22,294,1.0,10.2,4.800000000000001,83.63755106858663
JAGUAR,XF,MID-SIZE,2.0,4,AS8,Petrol,12.3,8.2,10.5,27,242,1.0,8.2,4.100000000000001,98.0613070676275
JAGUAR,XF AWD,MID-SIZE,3.0,6,AS8,Petrol,13.9,8.8,11.6,24,267,1.0,8.8,5.1,94.06297831298356
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Petrol,15.7,10.3,13.2,21,304,1.0,10.3,5.399999999999999,82.2996475633793
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Electric,21.3,14.1,18.1,16,290,0.8,14.1,7.200000000000001,59.82182343878254
JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Petrol,15.7,10.3,13.2,21,304,1.0,10.3,5.399999999999999,82.2996475633793
JAGUAR,XJ AWD,FULL-SIZE,3.0,6,AS8,Petrol,14.6,9.6,12.4,23,285,1.0,9.6,5.0,93.34446111349313
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Petrol,15.8,10.2,13.3,21,306,1.0,10.2,5.600000000000001,82.16337961377484
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Electric,20.6,13.6,17.5,16,280,0.8,13.6,7.000000000000002,61.163211067701354
JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Petrol,14.7,9.6,12.5,23,288,1.0,9.6,5.1,93.28847276028608
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Petrol,15.8,10.2,13.3,21,306,1.0,10.2,5.600000000000001,82.16337961377484
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Electric,20.6,13.6,17.5,16,280,0.8,13.6,7.000000000000002,61.163211067701354
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Petrol,15.8,10.2,13.3,21,306,1.0,10.2,5.600000000000001,82.16337961377484
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Petrol,15.8,10.2,13.3,21,306,1.0,10.2,5.600000000000001,82.16337961377484
JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Petrol,15.9,10.9,13.6,21,313,1.0,10.9,5.0,81.75457576496149
JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS6,Petrol,15.6,10.9,13.4,21,308,1.0,10.9,4.699999999999999,82.02711166417039
JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Petrol,15.9,10.9,13.6,21,313,1.0,10.9,5.0,81.75457576496149
JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,Petrol,15.6,10.9,13.4,21,308,1.0,10.9,4.699999999999999,82.02711166417039
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,Petrol,10.9,7.7,9.5,30,218,1.0,7.7,3.2,98.11218043547983
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,Petrol,10.9,7.7,9.5,30,218,1.0,7.7,3.2,98.11218043547983
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,Electric,15.2,10.2,12.9,22,206,0.8,10.2,5.0,95.25315497282425
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,Petrol,11.4,8.1,9.9,29,228,1.0,8.1,3.3000000000000007,95.59789579843329
JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,Petrol,11.3,8.3,10.0,28,230,1.0,8.3,3.0,97.83419381828675
JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,Petrol,11.3,8.3,10.0,28,230,1.0,8.3,3.0,97.83419381828675
JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,Electric,15.9,11.0,13.7,21,219,0.8,11.0,4.9,94.68640418242391
JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,Petrol,11.6,8.5,10.2,28,235,1.0,8.5,3.1,95.28325780169142
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,Petrol,11.4,8.6,10.1,28,232,1.0,8.6,2.8000000000000007,97.80966558735794
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,Petrol,12.6,8.9,10.9,26,251,1.0,8.9,3.6999999999999993,94.52854300388215
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,Petrol,12.1,9.4,10.9,26,251,1.0,9.4,2.6999999999999997,97.40777995752451
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,Petrol,12.2,9.0,10.8,26,248,1.0,9.0,3.1999999999999997,94.58137303972879
JEEP,COMPASS,SUV - SMALL,2.0,4,AV,Petrol,10.7,8.8,9.9,29,228,1.0,8.8,1.8999999999999984,98.33321644752787
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,Petrol,11.2,8.6,10.0,28,230,1.0,8.6,2.6,97.83419381828675
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,Petrol,11.4,8.7,10.2,28,235,1.0,8.7,2.700000000000001,97.78513735642915
JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,Petrol,11.7,10.3,11.1,25,255,1.0,10.3,1.3999999999999986,97.2376672420983
JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,A8,Diesel,11.2,8.4,9.9,29,267,0.9,8.4,2.799999999999999,95.40251575206938
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,Petrol,13.9,9.8,12.1,23,278,1.0,9.8,4.1,92.15750802550374
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,Electric,17.7,13.0,15.6,18,250,0.8,13.0,4.699999999999999,83.54649930226002
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,Petrol,17.3,11.5,14.7,19,338,1.0,11.5,5.800000000000001,75.0474672854304
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Petrol,18.5,12.6,15.8,18,363,1.0,12.6,5.9,68.13504842849525
JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,Petrol,10.7,8.8,9.9,29,228,1.0,8.8,1.8999999999999984,98.33321644752787
